gid_0,country,gid_1,name_1
MKD,North Macedonia,MKD.48_1,Mogila
MKD,North Macedonia,MKD.49_1,Negotino
MKD,North Macedonia,MKD.50_1,Novatsi
MKD,North Macedonia,MKD.51_1,Novo Selo
MKD,North Macedonia,MKD.52_1,Ohrid
MKD,North Macedonia,MKD.54_1,Pehčevo
MKD,North Macedonia,MKD.55_1,Petrovec
MKD,North Macedonia,MKD.56_1,Plasnica
MKD,North Macedonia,MKD.57_1,Prilep
MKD,North Macedonia,MKD.58_1,Probištip
MKD,North Macedonia,MKD.59_1,Radoviš
MKD,North Macedonia,MKD.60_1,Rankovce
MKD,North Macedonia,MKD.61_1,Resen
MKD,North Macedonia,MKD.62_1,Rosoman
MKD,North Macedonia,MKD.63_1,Saraj
MKD,North Macedonia,MKD.64_1,Sopište
MKD,North Macedonia,MKD.65_1,Star Dojran
MKD,North Macedonia,MKD.66_1,Staro Nagoričane
MKD,North Macedonia,MKD.67_1,Štip
MKD,North Macedonia,MKD.68_1,Struga
MKD,North Macedonia,MKD.69_1,Strumitsa
MKD,North Macedonia,MKD.70_1,Studeničani
MKD,North Macedonia,MKD.71_1,Šuto Orizari
MKD,North Macedonia,MKD.72_1,Sveti Nikole
MKD,North Macedonia,MKD.73_1,Tearce
MKD,North Macedonia,MKD.74_1,Tetovo
MKD,North Macedonia,MKD.75_1,Valandovo
MKD,North Macedonia,MKD.76_1,Vasilevo
MKD,North Macedonia,MKD.77_1,Veles
MKD,North Macedonia,MKD.78_1,Vevčani
MKD,North Macedonia,MKD.79_1,Vinitsa
MKD,North Macedonia,MKD.81_1,Vrapčište
MKD,North Macedonia,MKD.83_1,Zelenikovo
MKD,North Macedonia,MKD.84_1,Želino
MKD,North Macedonia,MKD.85_1,Zrnovci
MLI,Mali,MLI.1_1,Bamako
MLI,Mali,MLI.2_1,Gao
MLI,Mali,MLI.3_1,Kayes
MLI,Mali,MLI.4_1,Kidal
MLI,Mali,MLI.5_1,Koulikoro
MLI,Mali,MLI.6_1,Mopti
MLI,Mali,MLI.7_1,Ségou
